"bonus","chain","co_owned","date","empft","emppt","firstinc","hrsopen","inctime","meals","ncalls","nmgrs","nregs","nregs11","observation","open","pctaff","pentree","pfry","psoda","region","sheet","special","state","status","type","wage_st","emptot","pct_fte","time","treated"
NA,"kfc","yes",1992-11-18,4,11,0.15,12,6,"reduced price meals",4,2,4,3,"November 1992",11,NA,2.32,0.85,0.95,"southj",343,"no","New Jersey","answered 2nd interview","phone",5.05,11.5,34.7826086956522,1,1
NA,"kfc","yes",1992-11-12,3,12,NA,11,NA,"free meals",NA,3,NA,NA,"November 1992",11,NA,NA,NA,0.85,"southj",346,"no","New Jersey","answered 2nd interview","phone",NA,12,25,1,1
NA,"roys","yes",1992-12-18,0,0,NA,NA,NA,NA,1,0,NA,NA,"November 1992",NA,NA,NA,NA,NA,"centralj",348,NA,"New Jersey","closed permanently","personal",NA,0,NA,1,1
NA,"roys","yes",1992-11-18,5,20,0.23,17,13,"reduced price meals",1,2,5,4,"November 1992",6,NA,0.89,1.01,1.01,"southj",350,"no","New Jersey","answered 2nd interview","phone",5.05,17,29.4117647058824,1,1
NA,"roys","yes",1992-11-17,10,20,0.53,16,52,"reduced price meals",2,4,4,2,"November 1992",6,NA,0.73,1.01,1.01,"southj",351,"no","New Jersey","answered 2nd interview","phone",5.05,24,41.6666666666667,1,1
NA,"roys","yes",1992-12-23,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,"November 1992",NA,NA,0.89,0.95,0.95,"northj",352,NA,"New Jersey","closed due to Mall fire","personal",NA,NA,NA,1,1
NA,"roys","yes",1992-12-14,NA,31,NA,16,28,"reduced price meals",4,4,3,3,"November 1992",6,NA,0.89,1.01,1.01,"southj",353,"no","New Jersey","answered 2nd interview","personal",5.05,NA,NA,1,1
NA,"wendys","no",1992-11-13,3,17,NA,11.5,NA,"free meals",NA,2,2,2,"November 1992",10.5,NA,0.89,0.85,1,"centralj",355,"no","New Jersey","answered 2nd interview","phone",NA,13.5,22.2222222222222,1,1
NA,"bk","yes",1992-11-16,0,26,0.25,16,26,"reduced price meals",NA,4,3,2,"November 1992",7,NA,0.82,0.87,1.05,"southj",359,"no","New Jersey","answered 2nd interview","phone",5.05,17,0,1,1
NA,"bk","no",1992-11-16,5,32,0.25,16,4,"reduced price meals",NA,7,3,3,"November 1992",7,NA,0.82,0.87,1.05,"southj",360,"no","New Jersey","answered 2nd interview","phone",5.05,28,17.8571428571429,1,1
NA,"bk","no",1992-11-07,4,23,0.18,16,26,"reduced price meals",NA,6,3,2,"November 1992",7,NA,0.92,0.93,0.9,"southj",361,"no","New Jersey","answered 2nd interview","phone",5.05,21.5,18.6046511627907,1,1
NA,"kfc","no",1992-11-12,24,4,0.18,12.5,13,"free meals",NA,4,5,3,"November 1992",10.5,NA,2.43,0.84,1.05,"southj",362,"no","New Jersey","answered 2nd interview","phone",5.05,30,80,1,1
NA,"kfc","no",1992-11-12,14,7,0.13,12.5,4,"reduced price meals",NA,2,4,4,"November 1992",10.5,NA,2.43,0.8,1.01,"southj",363,"no","New Jersey","answered 2nd interview","phone",5.2,19.5,71.7948717948718,1,1
NA,"kfc","no",1992-11-14,1,30,0.25,12.5,52,"free meals",NA,4,5,3,"November 1992",10.5,NA,2.43,0.84,1.05,"southj",364,"no","New Jersey","answered 2nd interview","phone",5.05,20,5,1,1
NA,"roys","no",1992-11-18,1,19,0.25,11.5,13,"reduced price meals",1,4,4,3,"November 1992",10.5,NA,0.63,0.9,1.01,"southj",366,"no","New Jersey","answered 2nd interview","phone",5.05,14.5,6.89655172413793,1,1
NA,"wendys","no",1992-11-13,0,25,0.15,11.5,19,"free meals",NA,2,2,2,"November 1992",10.5,NA,0.95,0.85,1,"southj",368,"no","New Jersey","answered 2nd interview","phone",5.05,14.5,0,1,1
NA,"bk","yes",1992-12-09,0,0,NA,NA,NA,NA,NA,0,NA,NA,"November 1992",NA,NA,NA,NA,NA,"northj",369,NA,"New Jersey","closed permanently","personal",NA,0,NA,1,1
NA,"bk","no",1992-11-07,26,5,0.1,16,NA,"both free and reduced price meals",NA,3,3,2,"November 1992",7,NA,NA,NA,NA,"northj",370,"yes","New Jersey","answered 2nd interview","phone",5.05,31.5,82.5396825396825,1,1
NA,"bk","no",1992-11-17,0,17,0.2,14,15,"reduced price meals",2,3,3,3,"November 1992",8,NA,1,1.01,1.26,"northj",376,"yes","New Jersey","answered 2nd interview","phone",5.05,11.5,0,1,1
NA,"bk","no",1992-11-07,11,12,0.2,14,26,"reduced price meals",NA,3,3,1,"November 1992",8,NA,0.94,0.95,1.05,"northj",377,"no","New Jersey","answered 2nd interview","phone",5.05,20,55,1,1
NA,"bk","no",1992-11-17,28,6,0.15,16,52,"free meals",1,3,3,2,"November 1992",7,NA,1.06,1.06,1.06,"northj",379,"yes","New Jersey","answered 2nd interview","phone",5.05,34,82.3529411764706,1,1
NA,"bk","no",1992-11-07,15,14,0.13,16,26,"free meals",NA,3,3,2,"November 1992",7,NA,0.94,0.94,1.05,"northj",380,"no","New Jersey","answered 2nd interview","phone",5.05,25,60,1,1
NA,"bk","no",1992-11-18,7,2,0.38,16,26,"free meals",2,2,2,2,"November 1992",7,NA,1.05,1.01,1.16,"northj",383,"no","New Jersey","answered 2nd interview","phone",5.05,10,70,1,1
NA,"bk","no",1992-11-07,0,30,0.1,16,26,"both free and reduced price meals",NA,3,3,2,"November 1992",7,NA,0.89,1.05,1.05,"northj",384,"no","New Jersey","answered 2nd interview","phone",5.05,18,0,1,1
NA,"bk","no",1992-12-09,15,14,0.1,17,28,"reduced price meals",4,3,3,3,"November 1992",7,NA,0.41,1.22,1.16,"northj",385,"no","New Jersey","answered 2nd interview","personal",5.05,25,60,1,1
NA,"bk","no",1992-11-16,14,10,0.25,17,26,"free meals",NA,4,4,2,"November 1992",7,NA,0.95,0.95,1.05,"northj",386,"no","New Jersey","answered 2nd interview","phone",5.05,23,60.8695652173913,1,1
NA,"kfc","no",1992-11-14,12,7,NA,10,NA,"reduced price meals",2,2,4,3,"November 1992",11,NA,2.64,1.05,1.05,"northj",391,"no","New Jersey","answered 2nd interview","phone",5.05,17.5,68.5714285714286,1,1
NA,"kfc","yes",1992-11-17,18,4,0.25,11,13,"free meals",3,3,3,2,"November 1992",11,NA,2.75,1.26,1.16,"northj",393,"yes","New Jersey","answered 2nd interview","phone",5.25,23,78.2608695652174,1,1
NA,"roys","yes",1992-11-11,8,30,0.1,16,26,"reduced price meals",NA,3,5,3,"November 1992",7,NA,1.05,1.05,1.11,"northj",396,"no","New Jersey","answered 2nd interview","phone",5.4,26,30.7692307692308,1,1
NA,"roys","yes",1992-12-28,6,15,0.24,17,52,"reduced price meals",9,3,4,3,"November 1992",6,NA,2.11,1.06,1.17,"northj",397,"no","New Jersey","answered 2nd interview","personal",5.05,16.5,36.3636363636364,1,1
NA,"roys","yes",1992-12-10,25,15,NA,17,28,"reduced price meals",2,3,5,3,"November 1992",6,NA,1.05,1.06,1.11,"northj",398,"no","New Jersey","answered 2nd interview","personal",5.05,35.5,70.4225352112676,1,1
NA,"roys","yes",1992-11-11,18,18,0.23,16,26,"reduced price meals",NA,4,7,4,"November 1992",7,NA,1.05,1.08,1.26,"northj",399,"no","New Jersey","answered 2nd interview","phone",5.05,31,58.0645161290323,1,1
NA,"roys","yes",1992-11-11,8,24,0.15,16,41,"reduced price meals",NA,3,5,3,"November 1992",7,NA,1.05,1.01,1.17,"northj",400,"no","New Jersey","answered 2nd interview","phone",5.05,23,34.7826086956522,1,1
NA,"roys","no",1992-11-17,5,27,0.15,16,26,"reduced price meals",2,4,6,4,"November 1992",6,NA,1.05,1.05,1.12,"northj",401,"no","New Jersey","answered 2nd interview","phone",5.05,22.5,22.2222222222222,1,1
NA,"roys","yes",1992-11-16,17,5,0.13,15,26,"reduced price meals",NA,2,4,1,"November 1992",7,NA,1.05,1.05,1.11,"northj",402,"no","New Jersey","answered 2nd interview","phone",5.05,21.5,79.0697674418605,1,1
NA,"roys","yes",1992-11-16,1.5,15,0.15,16,26,"reduced price meals",NA,3,6,3,"November 1992",7,NA,1.05,1.01,1.12,"northj",405,"no","New Jersey","answered 2nd interview","phone",5.05,12,12.5,1,1
NA,"bk","no",1992-11-16,0,35,0.1,16,26,"reduced price meals",NA,3,4,3,"November 1992",7,NA,1.01,0.98,1.19,"northj",410,"yes","New Jersey","answered 2nd interview","phone",5.05,20.5,0,1,1
NA,"bk","no",1992-11-16,4,36,0.13,16,4,"reduced price meals",NA,3,5,4,"November 1992",7,NA,1.01,1.01,1.15,"northj",411,"yes","New Jersey","answered 2nd interview","phone",5.05,25,16,1,1
NA,"kfc","no",1992-11-12,0,13,NA,11,NA,"free meals",NA,2,5,3,"November 1992",11,NA,2.64,1.05,1.15,"centralj",412,"no","New Jersey","answered 2nd interview","phone",5.05,8.5,0,1,1
NA,"bk","no",1992-11-07,0,20,0.13,17,26,"free meals",NA,3,4,2,"November 1992",7,NA,1.05,1.01,1.11,"northj",413,"yes","New Jersey","answered 2nd interview","phone",5.05,13,0,1,1
NA,"bk","no",1992-11-16,13,9,0.38,16,26,"both free and reduced price meals",NA,4,4,3,"November 1992",7,NA,1.13,0.95,1.15,"northj",414,"yes","New Jersey","answered 2nd interview","phone",5.05,21.5,60.4651162790698,1,1
NA,"bk","no",1992-11-07,0,38,NA,16,52,"reduced price meals",NA,4,4,2,"November 1992",7,NA,1.04,0.9,1.05,"northj",415,"no","New Jersey","answered 2nd interview","phone",5.05,23,0,1,1
NA,"bk","yes",1992-11-09,13,17,0.15,16,26,"both free and reduced price meals",NA,4,3,2,"November 1992",7,NA,1,1.09,1.11,"northj",417,"yes","New Jersey","answered 2nd interview","phone",5.05,25.5,50.9803921568627,1,1
NA,"bk","no",1992-11-09,0,35,0.15,16,26,"reduced price meals",NA,4,3,3,"November 1992",7,NA,0.59,0.9,1.03,"northj",418,"no","New Jersey","answered 2nd interview","phone",5.05,21.5,0,1,1
NA,"kfc","yes",1992-12-15,5,5,NA,11,NA,"free meals",4,2,4,3,"November 1992",11,NA,2.53,0.84,1.05,"northj",419,"no","New Jersey","answered 2nd interview","personal",5.05,9.5,52.6315789473684,1,1
NA,"kfc","yes",1992-11-17,25,7,1,13,4,"reduced price meals",3,8,4,2,"November 1992",10.5,NA,2.32,0.84,1.05,"northj",421,"no","New Jersey","answered 2nd interview","phone",5.05,36.5,68.4931506849315,1,1
NA,"kfc","no",1992-11-14,5,10,NA,11,NA,"free meals",2,6,4,4,"November 1992",11,NA,2.32,0.84,1.01,"northj",422,"no","New Jersey","answered 2nd interview","phone",5.05,16,31.25,1,1
NA,"kfc","yes",1992-11-14,19,3.5,0.5,11,13,"free meals",1,3,3,2,"November 1992",11,NA,2.32,0.84,1.05,"northj",423,"no","New Jersey","answered 2nd interview","phone",5.25,23.75,80,1,1
NA,"kfc","yes",1992-11-17,12,3,0.5,14,19,"free meals",1,4,5,3,"November 1992",11,NA,2.32,0.94,1.05,"northj",424,"no","New Jersey","answered 2nd interview","phone",5.25,17.5,68.5714285714286,1,1
NA,"roys","yes",1992-11-11,5,25,0.25,18,19,"reduced price meals",NA,3,6,5,"November 1992",6,NA,1.05,1.05,1.11,"northj",426,"yes","New Jersey","answered 2nd interview","phone",5.05,20.5,24.390243902439,1,1
NA,"wendys","no",1992-12-17,0,35,NA,12.5,NA,"reduced price meals",4,3,2,2,"November 1992",10.5,NA,2.07,1.09,1.11,"northj",427,"yes","New Jersey","answered 2nd interview","personal",5.05,20.5,0,1,1
NA,"wendys","no",1992-11-13,10,24,0.1,12.5,13,"reduced price meals",NA,3,2,2,"November 1992",10.5,NA,2.11,0.89,1.05,"northj",428,"no","New Jersey","answered 2nd interview","phone",5.14,25,40,1,1
